id,name,archived,payerId,createdAt,updatedAt
12046,National Telecommunications Cooperative,f,62308,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12047,National Telecommunications Cooperative Association,f,52103,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12048,Nebraska Total Care,f,68069,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12049,Neighborhood Health Partnership,f,95123,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12050,"Neighborhood Health Plan (Boston, MA) ",f,4293,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12051,Neighborhood Health Plan of Rhode Island,f,5047,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12052,"Neighborhood Health Plan RI - Exchange, Unity, Integrity ",f,96240,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12053,Network Health Plan of Wisconsin Inc,f,39144,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12054,New England Financial,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12055,New Hampshire Health Families,f,68069,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12056,New Mexico Health Connections,f,45129,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12057,New York State Department of Health,f,15003,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12058,New York State Department of Health (Formerly Univera Healthcare - Managed Care 16107),f,15003,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12059,NEXT LEVEL HEALTH Remits ONLY,f,68069,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12060,NGS American Inc,f,35182,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12061,NHP/SHP (Neighborhood Health Providers and Suffolk Health Plan),f,80141,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12062,North American Administrators Inc,f,64157,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12063,North American Preferred,f,64157,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12064,North Central Health Protection Plan,f,39026,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12065,NOVA,f,62308,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12066,"Nova Healthcare Administrators Inc. (Grand Island, NY) ",f,16644,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12067,"NovaSys Health Network ( Little Rock, AR) ",f,71080,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12068,NTCA,f,52103,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12069,Ocala PPO - Florida,f,62308,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12070,ODS Health Plan,f,13350,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12071,OEA Choice Trust,f,13350,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12072,Ohana Health Plan,f,14163,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12073,OK State Employees & Educators (EDS),f,22521,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12074,Olympus Manage Healthcare,f,60054,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12075,One Health Plan of Alaska,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12076,One Health Plan of Arizona,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12077,One Health Plan of California,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12078,One Health Plan of Colorado,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12079,One Health Plan of Florida,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12080,One Health Plan of Georgia,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12081,One Health Plan of Illinois,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12082,One Health Plan of Indiana,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12083,One Health Plan of Kansas,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12084,One Health Plan of Maine,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12085,One Health Plan of Massachusetts,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12086,One Health Plan of Nevada,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12087,One Health Plan of New Hampshire,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12088,One Health Plan of New Jersey,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12089,One Health Plan of North Carolina,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12090,One Health Plan of Ohio,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12091,One Health Plan of Oregon,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12092,One Health Plan of Pennsylvania,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12093,One Health Plan of South Carolina,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12094,One Health Plan of Tennessee,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12095,One Health Plan of Texas,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12096,One Health Plan of Virginia,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12097,One Health Plan of Washington,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12098,One Health Plan of Wisconsin,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12099,One Health Plan of Wyoming,f,80705,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12100,"OneNet, PPO ",f,87726,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12101,Optima FED Program,f,54154,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12102,Optima Health Plan,f,54154,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12103,Optima Insurance Company,f,54154,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12104,"Optimum Choice of the Carolinas, INC.  ",f,87726,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12105,"Optimum Choice, INC. ",f,87726,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12106,Optum Health,f,87726,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12107,Optum Health Behavioral Health MCO - ID Medicaid,f,87726,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12108,Oscar Health,f,OSCAR,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12109,Oschner Health Plan (Humana),f,61101,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12110,OSEEGIB (Oklahoma State and Education Employees Group Ins. Board),f,22521,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12111,OSF Healthplan IL,f,61101,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12112,Oshkosh Area Health Protection Plan,f,39026,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12113,Oxford Health Plans,f,6111,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12114,PA Independence Blue Cross (3560),f,54704,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12115,PA Independence Blue Cross (Z1102),f,54704,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12116,Pacificare,f,87726,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12117,PacificSource Adminstrators,f,93031,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12118,PacificSource Community Solutions,f,20416,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12119,"PacificSource Community Solutions, Inc. -Medicaid ",f,20416,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12120,PacificSource Health Plans,f,93029,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12121,PacificSource Health Plans - OR Medicaid MCO,f,93029,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12122,PacificSource Medicare,f,20377,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12123,PAI,f,37287,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12124,Pan American Life Insurance Group,f,4218,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12125,Paramount Health,f,SX158,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12126,Parkland Community Health Plan,f,66917,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12127,Partners National Health Plans of North Carolina Inc,f,7472,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12128,Partnership Health Plan of California,f,PHP02,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12129,Passport Health Plan,f,61325,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12130,PCA Health Plan,f,61101,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12131,PCIP,f,39026,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12132,PEACH STATE MEDICAID,f,68069,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12133,PEHP (Public Employees Health Program),f,Z1012,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12134,Pekin Insurance,f,37086,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12135,Pennsylvania Community Health Choices,f,77062,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12136,"Performax, Inc. ",f,41124,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12137,"Personal Insurance Administrators,  Inc. (Agoura Hills, CA) ",f,95397,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12138,Physician Health Partners Medicare,f,87726,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12139,Physicians Care Health Plans (ASR Corporation) MICHIGAN,f,38265,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12140,Physicians Health Plan of Northern Indiana (PHP),f,12399,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12141,Physicians Mutual Insurance Company,f,47027,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12142,Physicians Plus Insurance,f,39156,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12143,Physicians Plus Insurance Corporation,f,39156,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12144,Piedmont Administrators,f,56205,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12145,PINNACLE PHYSICIAN MANAGEMENT ORGANIZATION,f,45985,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12146,Pittman & Associates,f,37224,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12147,PLAN DE SALUD MENONITA,f,66063,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12148,Planned Administrators,f,37287,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12149,Portland PPO - Oregon,f,62308,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12150,Preferred Care (NY Rochester),f,14165,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12151,Preferred Care Partners (FL),f,65088,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12152,Preferred Medicare Choice,f,Z60056,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12153,PreferredOne (MN),f,41147,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12154,Premier Health Plan,f,251PR,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12155,"Premier Health Systems, Inc ",f,SX057,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12156,Prestige Health Choice,f,77003,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12157,PREVEA360 HEALTH PLAN,f,39113,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12158,Prime West Health Plan,f,61604,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12159,Priority Health,f,38217,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12160,"Professional Benefit Administrators Inc (Oak Brook, IL) ",f,36331,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12161,"Professional Benefits Administrators, Inc. ",f,36331,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12162,Prominence Health Plan of Nevada,f,93082,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12163,Prominence Health Plan of Nevada (Medicaid),f,93082,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12164,Prominence Health Plan of Texas,f,80095,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12165,Prominence Health Plan of Texas (Medicaid),f,80095,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12166,Providence Health Plan,f,4498,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12167,Provident American Life & Health Ins Co,f,13193,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12168,Provident American Life & Health Ins Co- Medicare Supplement,f,13193,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12169,Provident Life & Casualty,f,62308,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12170,Provident Preferred Network,f,62308,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12171,"Puget Sound Health Partners, Inc. ",f,42172,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12172,Qual Choice of Arkansas,f,35174,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12173,QualCare Inc,f,23342,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12174,Qualcare-1st Health Network,f,23342,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12175,QuikTrip Corporation,f,73067,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12176,Railroad Medicare,f,SRRGA,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12177,Regence (BCBS) of Oregon,f,SB850,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12178,Regence Blue Shield of Idaho,f,ZBID1,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12179,Regence Federal Plan,f,7451,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12180,Reserve National Insurance,f,73066,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12181,RiverLink Health,f,42172,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12182,"Rosemont of Des Plaines, IL ",f,36215,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12183,Sacramento PPO,f,62308,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12184,SAMBA/Special Agents Mutual Benefit Association,f,37259,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12185,San Francisco Health Plan,f,SFHP1,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12186,San Joaquin Health Administrators,f,68035,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12187,Sanford Health Plan,f,91184,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12188,Santa Barbara Regional Health Authority,f,Z1243,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12189,Santa Clara Family Health,f,24077,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12190,Scott and White,f,88030,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12191,Secure Horizons ,f,87726,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12192,Secure Horizons - TUFTS Health Plan for Seniors,f,4298,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12193,Secure Horizons Direct,f,87726,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12194,Security Health Plan,f,39045,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12195,Select Benefits Administrators (aka PacificSource Administrators),f,93031,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12196,Select Health of South Carolina,f,23285,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12197,SelectHealth of Utah,f,Z0001,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12198,SELLEN CONSTRUCTION,f,26337,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12199,Senior Partners,f,52192,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12200,SENIOR WHOLE HEALTH,f,83035,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12201,Sentara Health Management,f,54154,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12202,Seton Chip,f,74272,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12203,SF MUTUAL,f,31053,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12204,Sharp Health Plan,f,SHP102,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12205,Sierra Health Services,f,76342,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12206,Significa Benefit Services,f,23250,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12207,Silversummit Healthplan,f,68069,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12208,Simply Healthcare,f,27094,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12209,SoundPath Health,f,42172,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12210,South Country Health Alliance,f,41154,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12211,Southeastern Indiana Health Organization (SIHO),f,IN432,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12212,Special Agent Mutual Benefit Association / SAMBA,f,62308,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12213,Spina Bifida - VA HAC,f,84146,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12214,SPJST,f,13193,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12215,St.Barnabas System Health Plan,f,22099,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12216,Standard Life and Accident Insurance Company,f,1758,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12217,StarMark,f,61425,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12218,State Employees Group Benefits Program,f,SB670,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12219,State Farm Group Medical & Individual Health Insurance Companies,f,31053,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12220,State Farm Insurance Companies,f,31053,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12221,State Health Benefit Plan PPO and Indemnity (GA),f,87726,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12222,Staywell Health Plan,f,14163,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12223,Sterling Benefits,f,13193,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12224,Steward Health Choice Arizona,f,62179,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12225,Stonebridge Life Insurance Company,f,TRP1E,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12226,Student Insurance,f,74227,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12227,Student Insurance - Boston Mutual Life Insurance Company,f,74227,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12228,Student Insurance - Life Insurance Company of Boston and New York,f,74227,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12229,Student Insurance - Mid-West National Life Insurance Co. of Tennessee,f,74227,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12230,Student Insurance - Reliance National Insurance Company,f,74227,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12231,SummerCare Health Plan,f,95202,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12232,"Summit America Insurance Services, Inc. ",f,37301,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12233,Sun Flower State (Kansas) - Behavioral Health,f,68068,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12234,Sunflower State (MCO Kansas Medicaid) Medical,f,68069,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12235,SUNSHINE STATE HEALTH PLAN,f,68069,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12236,Superior Health Plan Texas,f,39188,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12237,Superior HealthPlan ,f,68069,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12238,Superior Star Medicaid,f,68069,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12239,Superior Star Medicaid ,f,68069,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12240,Sutter Connect-Select,f,39026,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12241,Teamcare,f,36215,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12242,Texas Childrens Health Plan- STAR (Medicaid),f,75228,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12243,Texas Christus,f,45210,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12244,Texas Municipal League Group - UHC,f,79480,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12245,Texas Municipal League Group - UHC Network,f,79480,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12246,The Loomis Company,f,23223,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12247,The OATH - A Health Plan for Alabama,f,63092,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12248,Today's Option(American Progressive and Pyramid Life)Houston,f,48055,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12249,Today's Options powered by CCRX,f,48055,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12250,Todays Option (American Progressive and Pyramid Life),f,48055,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12251,Todays Options powered by CCRX,f,48055,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12252,Tooling & Manufacturing Assoc.,f,61425,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12253,Total Health Plan,f,4298,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12254,Touchstone  Health PSO,f,23856,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12255,TRAINING,f,TRAIN,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12256,Trans Health Protection Plan,f,39026,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12257,TransactRX Infusion and Specialty,f,11168,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12258,TRANSAMERICA,f,TRP1E,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12259,Transamerica Premier Life Insurance Company,f,TRCLF,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12260,TransChoiceAdvance,f,71412,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12261,Tricare (Foreign Regions),f,TRICF,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12262,Tricare East,f,TREST,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12263,Tricare for Life,f,TDDIR,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12264,Tricare Overseas,f,TRICF,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12265,Tricare West - UnitedHealthcare,f,TRICW,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12266,Tricare West Region,f,TRICW,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12267,Trillium Community Health Plan ,f,68069,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12268,Trillium Community Health Plan - Oregon,f,68069,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12269,Trillium Community Health Plan - Medicare,f,68069,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12270,Trustmark,f,61425,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12271,Trustmark Insurance Co.,f,61425,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12272,TUFTS,f,4298,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12273,TUFTS Associated Health Plan,f,4298,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12274,TUFTS Health Plans,f,4298,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12275,UCARE of Minnesota,f,4496,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12276,UHC River Valley and AARP Medicare Supplement,f,95123,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12277,UHC Shared Services,f,39026,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12278,UHIS,f,39026,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12279,UICI - Administrators - State of Nevada,f,79480,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12280,UICI Administrators,f,37283,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12281,UMR,f,39026,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12282,UMR - Cincinnati,f,39026,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12283,UMR - Harrington (Westerville),f,39026,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12284,UMR - San Antonio,f,39026,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12285,UMR Harrington (Columbus),f,79480,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12286,UMR of Utah,f,39026,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
12287,UMR Wasau,f,39026,2018-10-09 20:08:18.526401+00,2018-10-09 20:08:19.941296+00
